ano;data;dataVencimento;itens;numero;ocorrencias;origem_arquivo
2019;2019-11-27;2020-11-27;itens_559d5a2d-b82b-4f05-954e-53dbc78a40bd.csv;139; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_6f776167-df23-45cd-8d25-b945d5976022.csv;157; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_3fcc2fcf-bd0f-43db-b4e2-c05a12768aff.csv;156; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_c593212d-f7ba-419d-a98a-a44ab8a3a4b3.csv;137; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_f66a5030-4f15-4fcc-813c-cfe67eab8247.csv;138; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_d7816ff5-e35f-4839-80ca-42166b7fa5df.csv;135; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_37700c84-8e7f-47de-b714-84842e0a8316.csv;134; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_dea66cb6-fa1e-4a53-8170-c009689ab2b7.csv;153; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_cc9d0cce-acdb-4a36-89db-cab10c4d64c9.csv;159; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_2b323848-102c-4eeb-b101-d769c150eabd.csv;136; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_ae30ab25-07c3-4a64-b9a5-18a5fe350129.csv;132; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_389db2d2-ca28-4b9d-9f9a-10b2e5d92c22.csv;154; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
