cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
05.531.725/0001-20;10362862;ISOSSORBIDA 10 MG;387;SOMA/SC PRODUTOS HOSPITALARES LTDA;130000.0;COMP;46800.0;30550.0;0.36;0.235;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;11875;Isossorbida 5 mg  sub lingual;388;SOMA/SC PRODUTOS HOSPITALARES LTDA;160000.0;CPR;43200.0;32160.0;0.27;0.201;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;37079;MESALAZINA 800MG CPR;448;SOMA/SC PRODUTOS HOSPITALARES LTDA;1500.0;CP;1395.0;1185.0;0.93;0.79;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;36944;METILSULFATO DE NEOSTIGMINA 0,5 MG/ML 1 ML;459;SOMA/SC PRODUTOS HOSPITALARES LTDA;200.0;AMP;156.0;155.8;0.78;0.779;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10362952;METRONIDAZOL 250 MG;467;SOMA/SC PRODUTOS HOSPITALARES LTDA;200000.0;COMP;25000.0;18000.0;0.125;0.09;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;36953;MICONAZOL CREME VAGINAL 2% 80G  Contendo no MÃNIMO 1 APLICAD;471;SOMA/SC PRODUTOS HOSPITALARES LTDA;41000.0;TUB;246000.0;167895.0;6.0;4.095;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10362989;NORFLOXACINO 400MG CPR;498;SOMA/SC PRODUTOS HOSPITALARES LTDA;20000.0;COMP;5600.0;4800.0;0.28;0.24;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10362999;OLEO MINERAL SOLUÃÃO ORAL FRASCO 100ML;505;SOMA/SC PRODUTOS HOSPITALARES LTDA;1500.0;FRA;3360.0;2685.0;2.24;1.79;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;30926;PREDNISOLONA 3MG/ML 100ML SOL. ORAL;549;SOMA/SC PRODUTOS HOSPITALARES LTDA;40000.0;FR.;265200.0;210000.0;6.63;5.25;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10363055;PROMETAZINA 25 MG;555;SOMA/SC PRODUTOS HOSPITALARES LTDA;390000.0;COMP;54600.0;38220.0;0.14;0.098;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10363075;RANITIDINA CLORIDRATO 150MG CPR;566;SOMA/SC PRODUTOS HOSPITALARES LTDA;900000.0;COMP;90000.0;72900.0;0.1;0.081;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;39277;RANITIDINA CLORIDRATO 25MG/ML INJ. 2ML;567;SOMA/SC PRODUTOS HOSPITALARES LTDA;19000.0;AMP;11020.0;9576.0;0.58;0.504;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10363083;RISPERIDONA 2MG CPR;573;SOMA/SC PRODUTOS HOSPITALARES LTDA;250000.0;COMP;30000.0;29750.0;0.12;0.119;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10363108;SINVASTATINA 40MG CPR;596;SOMA/SC PRODUTOS HOSPITALARES LTDA;950000.0;COMP;133000.0;89775.0;0.14;0.0945;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10363133;TERBUTALINA 0,5MG/ML INJ;620;SOMA/SC PRODUTOS HOSPITALARES LTDA;2000.0;AM;3840.0;2167.2;1.92;1.0836;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10363146;TIORIDAZINA 100MG CPR;630;SOMA/SC PRODUTOS HOSPITALARES LTDA;6000.0;COMP;4920.0;4020.0;0.82;0.67;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;37042;TRAMADOL, CLORIDRATO DE 50 MG;639;SOMA/SC PRODUTOS HOSPITALARES LTDA;740000.0;CPLA;547600.0;77700.0;0.74;0.105;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;37043;TRAMADOL, CLORIDRATO DE 50 MG SOL INJ. 1 ML;640;SOMA/SC PRODUTOS HOSPITALARES LTDA;18500.0;AMP;18222.5;11285.0;0.985;0.61;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
05.531.725/0001-20;10363179;VERAPAMIL 80 MG;660;SOMA/SC PRODUTOS HOSPITALARES LTDA;460000.0;COMP;46000.0;36202.0;0.1;0.0787;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362457;ACIDO NICOTÃNICO 500MG CPR;20;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;2300.0;COMP;3358.0;3726.0;1.46;1.62;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362483;ALPRAZOLAM 1MG CPR;45;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;12000.0;COMP;3360.0;960.0;0.28;0.08;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362490;AMINOFILINA 200 MG;51;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;72000.0;COMP;10080.0;11304.0;0.14;0.157;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39214;BETAMETASONA 0,1MG ELIXIR 120M L;92;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;45.0;FR.;270.0;168.75;6.0;3.75;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39215;BETAMETASONA VALERATO  CREME 0,1% 30GR;93;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;100.0;TUB;707.0;416.0;7.07;4.16;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10366065;BROMETO DE N-BUTIL ESCOPOLAMINA 5ML SOL. INJ.;115;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;5500.0;AM;7755.0;7480.0;1.41;1.36;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362562;BUDESONIDA 32MCG AEROSSOL NASAL;118;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;300.0;FRA;3630.0;2685.0;12.1;8.95;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362565;BUPROPIONA 150MG CPR;121;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;190000.0;COMP;72200.0;60800.0;0.38;0.32;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;36777;CEFTRIAXONA 500MG IM COM DILUENTE;149;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;8100.0;AMP;76626.0;61155.0;9.46;7.55;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362604;CETOPROFENO 150MG CPR;156;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1500.0;COMP;2730.0;2220.0;1.82;1.48;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362627;CLOMIPRAMINA 10MG CPR;172;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;2500.0;COMP;1750.0;1207.5;0.7;0.483;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362650;CLORIDRATO DE CICLOBENZAPRINA 5MG CPR;195;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1000.0;COMP;150.0;90.0;0.15;0.09;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;4817;CLORTALIDONA 12,5MG;208;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1000.0;COMP;150.0;145.0;0.15;0.145;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362676;CODEINA + DICLOF SÃDICO 50MG+50MG CPR;210;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;5000.0;COMP;2000.0;19400.0;0.4;3.88;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39231;DEFLAZACORTE 6MG CPR;224;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;300.0;COMP;441.0;345.0;1.47;1.15;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39235;DIAZEPAM 5 MG  (blister CONTENDO 10 OU 15 comprimidos), blis;238;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;20000.0;COMP;1800.0;1760.0;0.09;0.088;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39239;DIOSMINA 900MG E HESPERIDINA 100MG SDU- (Referencia DIOSMIN;255;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;3000.0;UN;9450.0;11370.0;3.15;3.79;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39242;ESOMEPRAZOL 20MG+NAPROXENO 500MG CP;285;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1000.0;COMP;1080.0;1500.0;1.08;1.5;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39244;EZETIMIBA 10MG CPR;300;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;2500.0;COMP;1837.5;1150.0;0.735;0.46;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39247;FLUTICASONA 0,0275 MCG/DOSE- FRASCO 120 DOSES- SPRAY NASAL;319;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;40.0;FR.;1640.4;1600.0;41.01;40.0;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10368496;FORMOTEROL + BUDESONIDA 12MCG + 400MCG CAPS;321;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;4100.0;CAPS;6334.5;5986.0;1.545;1.46;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362793;FOSFATO CALCIO TRIBASICO/COLECALCIFEROL 600/400MG;322;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;3000.0;COMP;3360.0;2190.0;1.12;0.73;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362819;GOMA DE MASCAR DE NICOTINA 2MG;346;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;3500.0;UND;6160.0;5915.0;1.76;1.69;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362852;INDOMETACINA 50MG CPR;374;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1500.0;COMP;1500.0;1500.0;1.0;1.0;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39254;INSULINA GLARGINA 100UI/ML (BASAGLAR-LILLY) REFIL 3ML;376;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;600.0;FR.;18660.0;19740.0;31.1;32.9;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10366085;INSULINA LISPRO 100UI/ML (HUMALOG) 10ML;382;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;100.0;FRA;10349.0;10065.0;103.49;100.65;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362878;LEVOCETIRIZINA 5MG CPR;403;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1000.0;COMP;1940.0;1890.0;1.94;1.89;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;36926;LIRAGLUTIDA 6MG/ML (VICTOZA);428;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;190.0;UN;32281.0;41800.0;169.9;220.0;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;36927;LISADO BACTERIANO 3,5 MG;429;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;800.0;SACH;2760.0;3376.0;3.45;4.22;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362906;LISINOPRIL 20MG CPR;430;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;6000.0;COMP;2880.0;2490.0;0.48;0.415;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39259;LORNOXICAM 8MG;435;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1000.0;COMP;690.0;930.0;0.69;0.93;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362921;MEDROXIPROGESTERONA 10MG CPR;442;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;11000.0;COMP;21010.0;28600.0;1.91;2.6;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362933;METFORMINA 750MG CPR;450;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;100000.0;COMP;37000.0;32000.0;0.37;0.32;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362936;METFORMINA XR 1000 MG;452;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1200.0;COMP;1128.0;1248.0;0.94;1.04;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362938;METILDOPA 250MG;455;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;500000.0;COMP;280000.0;178950.0;0.56;0.3579;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362939;METILDOPA 500 MG;456;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;70000.0;COMP;52500.0;47600.0;0.75;0.68;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10362988;NORETISTERONA 0,35MG CPR;497;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;90000.0;COMP;17100.0;12420.0;0.19;0.138;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363000;OLMESARTANA MEDOXOMILA 20MG CPR;508;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1500.0;COMP;1560.0;1552.5;1.04;1.035;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10368521;OMEGA 3 CAPS (1000mg COM no mÃ­nimo 180mg de EPA e 120mg e DH;510;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1200.0;CAPS;378.0;180.0;0.315;0.15;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363020;PAROXETINA 20MG CPR;529;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;76000.0;COMP;25080.0;15884.0;0.33;0.209;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363036;PIOGLITAZONA 30MG;541;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;800.0;COMP;592.0;1600.0;0.74;2.0;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;37084;PITAVASTATINA 2MG;544;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1000.0;CP;2350.0;3120.0;2.35;3.12;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363072;QUETIAPINA 25MG CPR;563;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;65000.0;COMP;17225.0;9880.0;0.265;0.152;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363080;RISEDRONATO 35MG CPR;570;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;100.0;COMP;261.0;260.0;2.61;2.6;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363110;SITAGLIPTINA + METFORMINA 50MG + 850MG CPR;598;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;7000.0;COMP;26180.0;22890.0;3.74;3.27;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39282;SOMALIUM 3MG CPR (JUDICIAL);601;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;600.0;COMP;360.0;375.0;0.6;0.625;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363112;SOTALOL 120MG CPR;603;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1500.0;COMP;1155.0;975.0;0.77;0.65;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;39287;TIOCOLCHICOSIDEO 4MG/ML AMPOLA 2ML (COLTRAX);629;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;1400.0;AMP;5348.0;4900.0;3.82;3.5;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10366105;VALSARTANA + ANLODIPINO 160MG+5MG  CPR;649;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;2500.0;COMP;7575.0;5700.0;3.03;2.28;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363164;VALSARTANA 320MG CPR;652;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;7000.0;COMP;22540.0;15344.0;3.22;2.192;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363165;VALSARTANA 80MG CPR;653;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;3000.0;COMP;7620.0;6579.0;2.54;2.193;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
28.093.678/0001-85;10363188;ZOLPIDEM 10MG CPR;667;F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME;300000.0;COMP;120000.0;81000.0;0.4;0.27;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362511;ATORVASTATINA 10MG CPR;70;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;23600.0;COMP;4484.0;4484.0;0.19;0.19;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362536;BIMATOPROSTA+TIMOLOL 0,03+0,5% 3ML;97;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;60.0;FRA;6790.2;5289.0;113.17;88.15;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362547;BRINZOLAMIDA 1% 5ML SOL OFTALMICA;106;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;230.0;FRA;10350.0;14490.0;45.0;63.0;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362572;CANDESARTANA CILEXETIL + HIDROCLOROTIAZIDA 16/12,5MG;125;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;1000.0;COMP;1400.0;1400.0;1.4;1.4;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;36772;CARBONATO DE LÃTIO 300 MG (blister CONTENDO 10 OU 15 comprim;137;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;600000.0;CP;204000.0;189000.0;0.34;0.315;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362588;CARVEDILOL 12,5MG CPR;141;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;350000.0;COMP;38500.0;35315.0;0.11;0.1009;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362598;CELECOXIBE 200MG CPR;150;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;1000.0;COMP;1690.0;950.0;1.69;0.95;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362611;CILOSTAZOL 50MG CPR;159;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;10230.0;COMP;3887.4;2250.6;0.38;0.22;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;39226;CLORETO DE TETRACAÃNA + FENILEFRINA 1%+0,1-COLÃRIO 10 ML;193;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;385.0;FR.;3996.3;3003.0;10.38;7.8;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;36803;CONDROITINA + GLICOSAMINA 1200MG + 1500MG SACHET;219;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;15000.0;UN;67200.0;41848.5;4.48;2.7899;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362701;DIACEREINA 50MG CPR;235;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;2000.0;COMP;7260.0;6800.0;3.63;3.4;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362708;DICLOFENACO DIETILAMONIO 10,5MG/G 60GR;242;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;11000.0;TB;38940.0;38390.0;3.54;3.49;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362771;EZETEMIBA + SINVASTATINA 10MG+20MG CPR;299;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;7000.0;COMP;10780.0;16100.0;1.54;2.3;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10368554;HARPAGOPHYTUM PROCUMBENS 400MG (ARPADOL);353;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;55000.0;CAPS;100650.0;82500.0;1.83;1.5;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;36900;INSULINA LISPRO 100UI/ML (HUMALOG) CANETA DESC. 3ML(GELAD.);383;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;150.0;UN;6492.0;5530.5;43.28;36.87;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;39256;LEVETIRACETAM 100MG/ML;402;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;100.0;FR.;8133.0;3999.9;81.33;39.999;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10362926;MEMANTINA 10MG CPR;446;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;2000.0;COMP;1780.0;520.0;0.89;0.26;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;39266;NISTATINA+ÃXIDO DE ZINCO;490;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;200.0;TUB;1508.0;900.0;7.54;4.5;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;39271;OXCARBAMAZEPINA 60MG/ML 100ML;519;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;700.0;FR.;17451.0;16695.0;24.93;23.85;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;39272;OXICODONA 10MG CPR;520;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;1000.0;COMP;6620.0;6620.0;6.62;6.62;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10363088;ROSUVASTATINA 10MG CPR;578;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;10000.0;COMP;4000.0;3500.0;0.4;0.35;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10363102;SAXAGLIPITINA 5MG + METFORMINA 1000MG XR CPR;586;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;500.0;COMP;2090.0;2585.0;4.18;5.17;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10363103;SAXAGLIPTINA 5MG;587;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;6000.0;COMP;17640.0;22020.0;2.94;3.67;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;37013;SITAGLIPTINA + METFORMINA 50/1000MG;597;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;1500.0;CP;5235.0;5115.0;3.49;3.41;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10363109;SITAGLIPTINA 100MG CPR;599;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;2000.0;COMP;14870.0;13380.0;7.435;6.69;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10363114;STRYPHNODENDRON ADSTRINGENS C. EXTR SEC POM 20GR;605;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;50.0;TB;2700.0;2700.0;54.0;54.0;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10363157;TRAZODONA RETARD (DONAREN RETARD) 150MG CPR;643;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;16000.0;COMP;48640.0;52160.0;3.04;3.26;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;37046;TRIANCINOLONA ACETONIDA 1 MG/G 10 G;644;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;120.0;TUB;382.2;342.0;3.185;2.85;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;10363163;VALSARTANA 160MG CPR;651;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;35000.0;COMP;110600.0;56000.0;3.16;1.6;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
76.386.283/0001-13;39289;VENLAFAXINA 150MG LIB. PROLONG. CAPS (ReferÃªncia-ALENTHUS XR;656;DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA;1000.0;CPLA;1890.0;2900.0;1.89;2.9;itensVencedores_87557f40-17c4-4fa9-9818-c89bb1eb2deb.csv
