cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
32.672.398/0001-07;0;;16;TFT INFORMATICA EIRELI;15.0;;2441.55;2100.0;162.77;140.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;17;TFT INFORMATICA EIRELI;15.0;;2446.95;2100.0;163.13;140.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;18;TFT INFORMATICA EIRELI;15.0;;2441.55;2100.0;162.77;140.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;19;TFT INFORMATICA EIRELI;10.0;;635.3;488.5;63.53;48.85;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;20;TFT INFORMATICA EIRELI;3.0;;190.59;146.55;63.53;48.85;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;21;TFT INFORMATICA EIRELI;3.0;;190.59;146.55;63.53;48.85;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;22;TFT INFORMATICA EIRELI;3.0;;190.59;146.55;63.53;48.85;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;23;GAM TECH INFORMATICA LTDA;10.0;;1183.3;429.0;118.33;42.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;24;GAM TECH INFORMATICA LTDA;10.0;;1183.3;429.0;118.33;42.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;25;GAM TECH INFORMATICA LTDA;10.0;;1183.3;429.0;118.33;42.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;26;GAM TECH INFORMATICA LTDA;10.0;;1183.3;429.0;118.33;42.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;27;GAM TECH INFORMATICA LTDA;50.0;;3300.0;1245.0;66.0;24.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;28;GAM TECH INFORMATICA LTDA;50.0;;3300.0;1245.0;66.0;24.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;29;GAM TECH INFORMATICA LTDA;10.0;;2863.3;529.0;286.33;52.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;30;GAM TECH INFORMATICA LTDA;10.0;;1056.7;409.0;105.67;40.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;31;GAM TECH INFORMATICA LTDA;10.0;;966.7;449.0;96.67;44.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;32;GAM TECH INFORMATICA LTDA;10.0;;783.3;299.0;78.33;29.9;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.243.984/0001-28;0;;33;GAM TECH INFORMATICA LTDA;10.0;;1500.0;365.0;150.0;36.5;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
75.014.167/0001-00;38734;Ãcido fÃ³lico 0,2mg/ml, soluÃ§Ã£o oral, frasco 30ml.;6;NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS;5000.0;FR.;30000.0;18500.0;6.0;3.7;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
75.014.167/0001-00;38936;Piridoxina 40mg cpr, em blister.;214;NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS;3000.0;COMP;2250.0;2250.0;0.75;0.75;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
75.014.167/0001-00;38961;Sulfato ferroso 40mg cpr, em blister.;239;NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS;900000.0;COMP;45000.0;26100.0;0.05;0.029;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38761;Azitromicina 500mg  blister com 01 comprimido;33;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;100000.0;COMP;90000.0;142000.0;0.9;1.42;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;33725;BENZILPENICILINA BENZATINA 1.200.000 UI.;38;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;10000.0;FR/AM;108000.0;81990.0;10.8;8.199;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38769;Brometo de ipratrÃ³pio 0,250mg/mL soluÃ§Ã£o para inalaÃ§Ã£o, fras;44;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;2000.0;FR.;2040.0;1200.0;1.02;0.6;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38779;CarvÃ£o ativado 1kg, pacote.;58;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;4.0;PCT;192.0;192.0;48.0;48.0;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38785;Cefalexina 50mg/mL suspensÃ£o oral, frasco 60ml apÃ³s reconsti;64;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;10000.0;FR.;64800.0;61400.0;6.48;6.14;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38812;Diazepam 5mg/mL soluÃ§Ã£o injetÃ¡vel, ampola 2ml.;91;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;3000.0;AMP;2070.0;1680.0;0.69;0.56;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38820;Dipirona 500mg/ml, injetÃ¡vel, ampola 2ml.;99;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;30000.0;AMP;19200.0;12570.0;0.64;0.419;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38828;Enantoato de noretisterona + valerato de estradiol, injetÃ¡ve;107;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;6000.0;AMP;68940.0;68940.0;11.49;11.49;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38862;Hidroclorotiazida 25mg cpr, em blister.;140;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;2300000.0;COMP;69000.0;30590.0;0.03;0.0133;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38863;Hidrocortisona 100mg pÃ³ para suspensÃ£o injetÃ¡vel.;141;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;3000.0;FR/AM;10470.0;7110.0;3.49;2.37;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38911;Miconazol 20mg/g (2%) creme dermatolÃ³gico, bisnaga 30g.;189;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;6000.0;BIS;12720.0;11598.0;2.12;1.933;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38945;Ranitidina 25mg/mL, injetÃ¡vel, ampola 2ml.;223;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;10000.0;AMP;4600.0;4260.0;0.46;0.426;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38957;Sulfametoxazol 200mg+ Trimetoprima 40mg/5mL, suspensÃ£o oral,;235;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;5000.0;FR.;8000.0;9794.0;1.6;1.9588;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.802.002/0001-02;38962;Tenoxicam 20 mg pÃ³, para suspensÃ£o injetÃ¡vel endovenoso ou i;240;ALTERMED MATERIAL MEDICO HOSPITALAR LTDA;1500.0;FR/AM;8700.0;8699.85;5.8;5.7999;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.520.829/0001-40;38754;Amoxicilina 500mg.;26;DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA;420000.0;CPLA;134400.0;121800.0;0.32;0.29;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.520.829/0001-40;38789;Ciprofloxacino 500mg cpr.;68;DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA;250000.0;COMP;97500.0;87500.0;0.39;0.35;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.520.829/0001-40;38835;Fenitoina 100mg cpr, em blister.;114;DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA;300000.0;COMP;63000.0;37500.0;0.21;0.125;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.520.829/0001-40;38868;Ibuprofeno 600mg comprimido revestido.;146;DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA;1300000.0;COMP;390000.0;377000.0;0.3;0.29;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.520.829/0001-40;38951;Salbutamol 100 mcg aerossol oral com 200 doses, frasco 10ml.;229;DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA;5000.0;FR.;40100.0;34700.0;8.02;6.94;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38739;Adenosina 3mg/mL, injetÃ¡vel, ampola 2ml.;11;PONTAMED FARMACEUTICA LTDA;1000.0;AMP;11800.0;8500.0;11.8;8.5;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38766;Bicarbonato de sÃ³dio 8,4%, injetÃ¡vel, ampola 10ml.;41;PONTAMED FARMACEUTICA LTDA;200.0;AMP;158.0;115.4;0.79;0.577;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;36603;BupivacaÃ­na 0,5 % sem vasoconstritor frasco com 20 ml (embal;50;PONTAMED FARMACEUTICA LTDA;10.0;FR.;214.9;195.0;21.49;19.5;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38799;Cloreto de potÃ¡ssio 19,1%, injetÃ¡vel, ampola 10ml.;78;PONTAMED FARMACEUTICA LTDA;400.0;AMP;128.0;84.8;0.32;0.212;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38802;Cloreto de sÃ³dio 20%, ampola 10ml.;81;PONTAMED FARMACEUTICA LTDA;200.0;AMP;74.0;40.0;0.37;0.2;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38843;Fitomenadiona 10mg/mL , injetÃ¡vel, ampola 1ml.;121;PONTAMED FARMACEUTICA LTDA;100.0;AMP;140.0;100.0;1.4;1.0;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38853;Glicose 25% , ampola 10ml.;131;PONTAMED FARMACEUTICA LTDA;2000.0;AMP;460.0;380.0;0.23;0.19;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38854;Glicose 50%, ampola 10ml.;132;PONTAMED FARMACEUTICA LTDA;1000.0;AMP;280.0;210.0;0.28;0.21;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38890;Lidocaina 2% + epinefrina  1:100.000 20 ml, frasco de vidro;168;PONTAMED FARMACEUTICA LTDA;350.0;FR/AM;1225.0;873.95;3.5;2.497;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38912;Midazolam, maleato 5mg/mL injetÃ¡vel, ampola 3ml.;190;PONTAMED FARMACEUTICA LTDA;1000.0;AMP;1770.0;7820.0;1.77;7.82;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38916;Naloxona, Hidrocloreto 0,4mg/mL injetÃ¡vel, ampola 1ml.;194;PONTAMED FARMACEUTICA LTDA;180.0;AMP;1333.8;1062.0;7.41;5.9;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
02.816.696/0001-54;38928;Omeprazol 40mg, injetÃ¡vel, com diluente 10ml.;206;PONTAMED FARMACEUTICA LTDA;1000.0;FR/AM;7500.0;5600.0;7.5;5.6;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
04.071.245/0001-60;38762;Beclometasona 250mcg/mL - 200 doses aerossol oral 10ml.;35;Licimed Distribuidora de Medicamentos Ltda;6000.0;FR.;302700.0;143700.0;50.45;23.95;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
04.071.245/0001-60;38842;Finasterida 5 mg cpr, em blister.;120;Licimed Distribuidora de Medicamentos Ltda;50000.0;COMP;24500.0;15000.0;0.49;0.3;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
05.782.733/0001-49;38764;Beclometasona 50mcg spray nasal com 200 doses, frasco 11,4ml;37;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.;5000.0;FR.;165000.0;78000.0;33.0;15.6;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.088.317/0001-21;38831;Espiramicina 500 mg cpr.;110;VictÃ³ria ComÃ©rcio de Produtos Hospitalares Ltda.;1000.0;COMP;3180.0;3270.0;3.18;3.27;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
00.088.317/0001-21;38905;Metoprolol, succinato 50mg, comprimido de liberaÃ§Ã£o prolonga;183;VictÃ³ria ComÃ©rcio de Produtos Hospitalares Ltda.;50000.0;COMP;33500.0;21950.0;0.67;0.439;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38729;Aciclovir 200 mg cpr, em blister.;1;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;130000.0;COMP;36400.0;23387.0;0.28;0.1799;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38776;Carbonato de cÃ¡lcio 1250 mg - equivalente a 500mg Ca++elemen;55;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;100000.0;COMP;8000.0;6800.0;0.08;0.068;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38777;Carbonato de cÃ¡lcio 500+ vitamina D 400 UI, em blister de no;56;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;800000.0;COMP;120000.0;93600.0;0.15;0.117;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38808;Dexametasona 0,1% creme, bsinaga 10g.;87;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;30000.0;BIS;44700.0;28470.0;1.49;0.949;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38815;Digoxina 0,25mg cpr, em blister.;94;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;250000.0;COMP;17500.0;13250.0;0.07;0.053;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38866;Hidroxido de aluminio200mg + hidroxido de magnÃ©sio 200mg com;144;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;20000.0;COMP;7400.0;7000.0;0.37;0.35;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38875;Ivermectina 6mg cpr, em blister.;153;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;10000.0;COMP;2300.0;1480.0;0.23;0.148;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38885;Levonorgestrel 0,15mg + Etinilestradiol 0,03mg blister com 2;163;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;5000.0;BLIST;3500.0;8500.0;0.7;1.7;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38891;LidocaÃ­na 2% gel, bisnaga 30g.;169;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;9000.0;BIS;25200.0;20699.1;2.8;2.2999;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38907;Metronidazol 200mg/5mL suspensÃ£o oral, frasco 80ml.;185;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;5000.0;FR.;44650.0;28850.0;8.93;5.77;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38930;Oxido de zinco 25% (Pasta dÂ´agua). Embalagem com 80g a 100g,;208;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;8000.0;BIS;39120.0;45200.0;4.89;5.65;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
03.652.030/0001-70;38949;Sais de reidrataÃ§Ã£o oral;227;CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA;24000.0;SACH;12720.0;10800.0;0.53;0.45;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38751;Amitriptilina , cloridrato 25mg cpr.;23;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;1700000.0;COMP;221000.0;134300.0;0.13;0.079;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38767;Biperideno, cloridrato 2mg cpr.;42;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;400000.0;COMP;80000.0;68000.0;0.2;0.17;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38768;Biperideno, cloridrato 5mg/mL injetÃ¡vel, ampola 1ml.;43;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;400.0;AMP;820.0;732.0;2.05;1.83;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;36602;BupivacaÃ­na 0,25% com vasoconstritor frasco com 20 ml (embal;48;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;10.0;FR.;214.9;214.9;21.49;21.49;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38772;BupivacaÃ­na 0,25% sem vasoconstritor frasco com 20 ml (embal;49;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;10.0;FR.;214.9;210.5;21.49;21.05;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;36604;BupivacaÃ­na 0,5% com vasoconstritor frasco com 20 ml (embala;51;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;10.0;FR.;214.9;195.0;21.49;19.5;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38787;Ciclopentolato, cloridrato 10mg/mL soluÃ§Ã£o oftalmica, frasco;66;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;50.0;FR.;520.0;380.5;10.4;7.61;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38793;Clonazepam 2mg cpr.;72;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;3200000.0;COMP;288000.0;268800.0;0.09;0.084;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38798;Cloranfenicol + aminoÃ¡cidos + metionina + retinol, bisnaga 3;77;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;360.0;BIS;3938.4;3099.6;10.94;8.61;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38804;Clorpromazina, cloridrato 25mg cpr.;83;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;250000.0;COMP;60000.0;50000.0;0.24;0.2;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38805;Clorpromazina, cloridrato 40mg/mL soluÃ§Ã£o oral, frasco de vi;84;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;1200.0;FR.;7080.0;6672.0;5.9;5.56;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38807;Colagenase 0,6UI/ a 1,2 U/Ig pomada, bisnaga 30g.;86;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;3000.0;BIS;33960.0;30450.0;11.32;10.15;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38811;Diazepam 5mg cpr.;90;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;50000.0;COMP;5000.0;3950.0;0.1;0.079;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38834;Etomidato 2mg/ml, injetÃ¡vel, ampola 10ml.;113;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;200.0;AMP;2402.0;1868.0;12.01;9.34;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38839;Fenobarbital 100mg/mL, injetÃ¡vel, ampola 2ml.;117;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;200.0;AMP;420.0;336.0;2.1;1.68;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38840;Fenobarbital 40mg/mL - soluÃ§Ã£o oral- 20ml, frasco de vidro Ã¢;118;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;2500.0;FR.;8000.0;7725.0;3.2;3.09;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38856;Haloperidol 1mg cpr.;134;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;70000.0;COMP;9800.0;8400.0;0.14;0.12;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38857;Haloperidol 5mg cpr.;135;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;250000.0;COMP;42500.0;42500.0;0.17;0.17;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38859;Haloperidol, decanoato 70,52mg/mL, injetÃ¡vel, ampola 1ml.;137;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;7000.0;AMP;51450.0;39200.0;7.35;5.6;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38861;Heparina 5000 UI/0,25mL injetÃ¡vel, ampola.;139;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;8000.0;AMP;45200.0;34240.0;5.65;4.28;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38869;Imipramina 25mg cpr .;147;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;800000.0;COMP;264000.0;200000.0;0.33;0.25;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38881;Levodopa 250mg + carbidopa 25mg cpr, em blister.;159;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;36000.0;COMP;28800.0;23040.0;0.8;0.64;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38883;Levomepromazina, maleato 100mg cpr.;161;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;250000.0;COMP;196500.0;172500.0;0.786;0.69;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38884;Levomepromazina, maleato 25mg cpr.;162;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;180000.0;COMP;84600.0;61200.0;0.47;0.34;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38893;Lidocaina, cloridrato 100mg/mL spray aerossol c/ 100 ml.;171;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;80.0;FR.;4160.0;3604.8;52.0;45.06;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38906;Metoprolol, tartarato 1mg/ml, injetÃ¡vel, ampola 5ml.;184;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;200.0;AMP;3224.0;2090.0;16.12;10.45;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38914;Morfina 10mg/mL injetÃ¡vel, ampola 1ml.;192;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;4000.0;AMP;8080.0;8000.0;2.02;2.0;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38915;Morfina 30 mg cpr, em blister.;193;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;6000.0;COMP;7680.0;6120.0;1.28;1.02;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38922;Nitroglicerina 5mg/mL, injetÃ¡vel, ampola 10ml.;200;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;60.0;AMP;1627.8;1768.2;27.13;29.47;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38939;Prednisona 20mg cpr.;217;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;400000.0;COMP;120000.0;100000.0;0.3;0.25;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38942;Prometazina, cloridrato 25mg cpr, em blister.;220;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;450000.0;COMP;63000.0;53550.0;0.14;0.119;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
44.734.671/0001-51;38969;Tropicamida 1% soluÃ§Ã£o oftalmica, frasco 5ml.;247;CristÃ¡lia Produtos QuÃ­micos e FarmacÃªuticos Ltda;50.0;FR.;557.5;484.5;11.15;9.69;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
81.706.251/0001-98;38733;Ãcido fÃ³lico 5mg cpr, em blister.;5;PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA;500000.0;COMP;25000.0;17750.0;0.05;0.0355;itensVencedores_dfd53d86-b50c-49e9-ad5f-ff22e023eb3b.csv
